glottocode	genus	confidence
batu1260	Celebic	common ancestor (bala1315, pado1242)
salu1253	Celebic	common ancestor (bala1315, pado1242)
bobo1255	Celebic	common ancestor (bala1315, pado1242)
baho1237	Celebic	common ancestor (bala1315, pado1242)
bung1269	Celebic	common ancestor (bala1315, pado1242)
koro1311	Celebic	common ancestor (bala1315, pado1242)
kuli1254	Celebic	common ancestor (bala1315, pado1242)
mori1268	Celebic	common ancestor (bala1315, pado1242)
talo1252	Celebic	common ancestor (bala1315, pado1242)
wawo1239	Celebic	common ancestor (bala1315, pado1242)
moro1287	Celebic	common ancestor (bala1315, pado1242)
mori1269	Celebic	common ancestor (bala1315, pado1242)
pado1242	Celebic	initial
toma1248	Celebic	common ancestor (bala1315, pado1242)
kode1237	Celebic	common ancestor (bala1315, pado1242)
raha1237	Celebic	common ancestor (bala1315, pado1242)
tola1247	Celebic	common ancestor (bala1315, pado1242)
waru1266	Celebic	common ancestor (bala1315, pado1242)
ciac1237	Celebic	common ancestor (bala1315, pado1242)
kumb1274	Celebic	common ancestor (bala1315, pado1242)
lasa1237	Celebic	common ancestor (bala1315, pado1242)
buso1238	Celebic	common ancestor (bala1315, pado1242)
kaim1241	Celebic	common ancestor (bala1315, pado1242)
kiok1239	Celebic	common ancestor (bala1315, pado1242)
liab1237	Celebic	common ancestor (bala1315, pado1242)
muna1247	Celebic	initial
panc1247	Celebic	common ancestor (bala1315, pado1242)
bone1254	Celebic	common ancestor (bala1315, pado1242)
tuka1248	Celebic	common ancestor (bala1315, pado1242)
tuka1249	Celebic	common ancestor (bala1315, pado1242)
dond1249	Celebic	common ancestor (bala1315, lauj1238)
lauj1238	Celebic	initial
tomi1243	Celebic	common ancestor (bala1315, lauj1238)
bala1314	Celebic	common ancestor (bala1315, lauj1238)
damp1237	Celebic	common ancestor (bala1315, lauj1238)
pend1242	Celebic	common ancestor (bala1315, lauj1238)
taje1237	Celebic	common ancestor (bala1315, lauj1238)
taji1246	Celebic	common ancestor (bala1315, lauj1238)
bara1371	Celebic	common ancestor (bala1315, daak1235)
daak1235	Celebic	initial
ledo1238	Celebic	initial
unde1235	Celebic	common ancestor (bala1315, daak1235)
lind1248	Celebic	common ancestor (bala1315, daak1235)
moma1242	Celebic	common ancestor (bala1315, daak1235)
sedo1237	Celebic	common ancestor (bala1315, daak1235)
pamo1252	Celebic	initial
tomb1245	Celebic	common ancestor (bala1315, daak1235)
topo1243	Celebic	common ancestor (bala1315, daak1235)
saru1242	Celebic	common ancestor (bala1315, daak1235)
umaa1242	Celebic	initial
kala1394	Celebic	common ancestor (bala1315, daak1235)
laiy1246	Celebic	common ancestor (bala1315, daak1235)
kama1364	Celebic	common ancestor (bala1315, daak1235)
woli1241	Celebic	initial
wotu1240	Celebic	common ancestor (bala1315, daak1235)
pamp1243	Central Luzon	initial
remo1247	Central Luzon	sibling of pamp1243
aben1249		
boto1242		
amba1267		
bata1297		
maga1263		
magi1241		
boli1256		
tina1248		
cham1312	Chamorro	initial
andr1248	Oceanic	common ancestor (kele1258, loni1238)
bowa1234	Oceanic	common ancestor (kele1258, loni1238)
lele1270	Oceanic	common ancestor (kele1258, loni1238)
nali1245	Oceanic	common ancestor (kele1258, loni1238)
tita1241	Oceanic	common ancestor (kele1258, loni1238)
eree1241	Oceanic	common ancestor (kele1258, loni1238)
kele1258	Oceanic	initial
eluu1241	Oceanic	common ancestor (kele1258, loni1238)
kurt1250	Oceanic	common ancestor (kele1258, loni1238)
leip1237	Oceanic	common ancestor (kele1258, loni1238)
pona1250	Oceanic	common ancestor (kele1258, loni1238)
loni1238	Oceanic	initial
moke1240	Oceanic	common ancestor (kele1258, loni1238)
pakt1239	Oceanic	common ancestor (kele1258, loni1238)
bipi1237	Oceanic	common ancestor (kele1258, loni1238)
herm1237	Oceanic	common ancestor (kele1258, loni1238)
nyin1250	Oceanic	common ancestor (kele1258, loni1238)
sori1242	Oceanic	common ancestor (kele1258, loni1238)
kheh1237	Oceanic	common ancestor (kele1258, loni1238)
liku1243	Oceanic	common ancestor (kele1258, loni1238)
mond1265	Oceanic	common ancestor (kele1258, loni1238)
tulu1259	Oceanic	common ancestor (kele1258, loni1238)
lenk1247	Oceanic	common ancestor (kele1258, louu1245)
balu1257	Oceanic	common ancestor (kele1258, louu1245)
louu1245	Oceanic	initial
naun1237	Oceanic	common ancestor (kele1258, louu1245)
penc1239	Oceanic	common ancestor (kele1258, louu1245)
kani1282		
kani1283		
seim1238		
wuvu1239		
laua1243	Oceanic	common ancestor (fiji1243, east2447)
gone1237	Oceanic	common ancestor (fiji1243, east2447)
fiji1243	Oceanic	initial
loma1261	Oceanic	common ancestor (fiji1243, east2447)
anut1237	Oceanic	common ancestor (fiji1243, east2447)
east2447	Oceanic	initial
niua1240	Oceanic	initial
niua1241	Oceanic	common ancestor (fiji1243, east2447)
wall1257	Oceanic	initial
puka1242	Oceanic	common ancestor (fiji1243, east2447)
samo1305	Oceanic	initial
toke1240	Oceanic	initial
tuva1244	Oceanic	initial
kapi1249	Oceanic	initial
nuku1260	Oceanic	initial
onto1237	Oceanic	initial
nuku1258	Oceanic	common ancestor (fiji1243, east2447)
nuku1259	Oceanic	common ancestor (fiji1243, east2447)
taku1257	Oceanic	common ancestor (fiji1243, east2447)
mang1401	Oceanic	common ancestor (fiji1243, east2447)
rapa1244	Oceanic	initial
nort2845	Oceanic	common ancestor (fiji1243, east2447)
sout2866	Oceanic	common ancestor (fiji1243, east2447)
hawa1245	Oceanic	initial
maor1246	Oceanic	initial
penr1237	Oceanic	common ancestor (fiji1243, east2447)
raka1237	Oceanic	common ancestor (fiji1243, east2447)
rapa1245	Oceanic	common ancestor (fiji1243, east2447)
raro1241	Oceanic	common ancestor (fiji1243, east2447)
aust1304	Oceanic	common ancestor (fiji1243, east2447)
tahi1242	Oceanic	initial
tuam1242	Oceanic	initial
sika1261	Oceanic	common ancestor (fiji1243, east2447)
pile1238	Oceanic	initial
renn1242	Oceanic	initial
tiko1237	Oceanic	common ancestor (fiji1243, east2447)
emae1237	Oceanic	initial
futu1245	Oceanic	initial
mele1250	Oceanic	initial
west2516	Oceanic	common ancestor (fiji1243, east2447)
niue1239	Oceanic	initial
tong1325	Oceanic	initial
rotu1241	Oceanic	initial
namo1248	Oceanic	common ancestor (fiji1243, rotu1241)
west2519	Oceanic	initial
gilb1244	Oceanic	initial
mars1254	Oceanic	initial
moki1238	Oceanic	initial
ping1243	Oceanic	initial
pohn1238	Oceanic	initial
chuu1238	Oceanic	initial
mort1237	Oceanic	common ancestor (gilb1244, mars1254)
poll1238	Oceanic	common ancestor (gilb1244, mars1254)
pulu1242	Oceanic	initial
caro1242	Oceanic	initial
paaf1237	Oceanic	common ancestor (gilb1244, mars1254)
tana1281	Oceanic	common ancestor (gilb1244, mars1254)
namo1247	Oceanic	common ancestor (gilb1244, mars1254)
sata1237	Oceanic	common ancestor (gilb1244, mars1254)
mapi1250	Oceanic	common ancestor (gilb1244, mars1254)
wole1240	Oceanic	initial
sons1242	Oceanic	initial
tobi1238	Oceanic	common ancestor (gilb1244, mars1254)
ulit1238	Oceanic	initial
kosr1238	Oceanic	initial
naur1243	Oceanic	initial
lonw1238	Oceanic	initial
nort2839	Oceanic	common ancestor (lonw1238, sout2859)
orko1234	Oceanic	common ancestor (lonw1238, sout2859)
dalk1234	Oceanic	common ancestor (lonw1238, sout2859)
daka1243	Oceanic	common ancestor (lonw1238, sout2859)
port1286	Oceanic	common ancestor (lonw1238, sout2859)
sout2859	Oceanic	initial
lele1267	Oceanic	common ancestor (lonw1238, nort2836)
nort2836	Oceanic	initial
eton1255	Oceanic	common ancestor (lonw1238, nort2836)
sout2856	Oceanic	initial
baki1244	Oceanic	common ancestor (lonw1238, nort2836)
bier1244	Oceanic	common ancestor (lonw1238, nort2836)
bier1246	Oceanic	common ancestor (lonw1238, nort2836)
maii1238	Oceanic	common ancestor (lonw1238, nort2836)
lame1260	Oceanic	initial
lewo1242	Oceanic	initial
aulu1238	Oceanic	initial
burm1263	Oceanic	common ancestor (lonw1238, nort2836)
bwen1239	Oceanic	common ancestor (lonw1238, nort2836)
mask1242	Oceanic	common ancestor (lonw1238, nort2836)
nasv1234	Oceanic	common ancestor (lonw1238, nort2836)
nisv1234	Oceanic	common ancestor (lonw1238, nort2836)
avok1244	Oceanic	common ancestor (lonw1238, nort2836)
axam1237	Oceanic	common ancestor (lonw1238, nort2836)
port1285	Oceanic	initial
rere1240	Oceanic	common ancestor (lonw1238, nort2836)
unua1237	Oceanic	common ancestor (lonw1238, nort2836)
urip1239	Oceanic	initial
malu1245	Oceanic	common ancestor (lonw1238, nort2836)
mpot1241	Oceanic	common ancestor (lonw1238, nort2836)
vaoo1237	Oceanic	common ancestor (lonw1238, nort2836)
nese1235	Oceanic	common ancestor (lonw1238, nort2836)
lare1249	Oceanic	common ancestor (lonw1238, nort2836)
ling1265	Oceanic	common ancestor (lonw1238, nort2836)
litz1237	Oceanic	common ancestor (lonw1238, nort2836)
vinm1237	Oceanic	initial
labo1244	Oceanic	common ancestor (lonw1238, nort2836)
nati1244	Oceanic	common ancestor (lonw1238, nort2836)
bign1238	Oceanic	initial
maee1241	Oceanic	common ancestor (lonw1238, nort2836)
mara1399	Oceanic	common ancestor (lonw1238, nort2836)
dixo1238	Oceanic	common ancestor (lonw1238, nort2836)
katb1237	Oceanic	common ancestor (lonw1238, nort2836)
lete1241	Oceanic	common ancestor (lonw1238, nort2836)
nasa1240	Oceanic	common ancestor (lonw1238, nort2836)
navw1234	Oceanic	common ancestor (lonw1238, nort2836)
malf1237	Oceanic	common ancestor (lonw1238, nort2836)
sout2857	Oceanic	common ancestor (lonw1238, nort2836)
niti1249	Oceanic	common ancestor (lonw1238, nort2836)
vivt1234	Oceanic	common ancestor (lonw1238, nort2836)
nama1268	Oceanic	common ancestor (lonw1238, nort2836)
paam1238	Oceanic	initial
apma1240	Oceanic	common ancestor (lonw1238, nort2836)
saaa1241	Oceanic	common ancestor (lonw1238, nort2836)
seke1241	Oceanic	common ancestor (lonw1238, nort2836)
sowa1244	Oceanic	common ancestor (lonw1238, nort2836)
east2443	Oceanic	initial
west2513	Oceanic	common ancestor (lonw1238, east2443)
mafe1237	Oceanic	common ancestor (lonw1238, east2443)
tutu1241	Oceanic	common ancestor (lonw1238, east2443)
butm1237	Oceanic	common ancestor (lonw1238, east2443)
polo1242	Oceanic	common ancestor (lonw1238, east2443)
tamb1253	Oceanic	common ancestor (lonw1238, east2443)
lore1244	Oceanic	common ancestor (lonw1238, east2443)
shar1244	Oceanic	common ancestor (lonw1238, east2443)
aore1237	Oceanic	common ancestor (lonw1238, east2443)
arak1252	Oceanic	initial
tang1347	Oceanic	common ancestor (lonw1238, east2443)
malo1243	Oceanic	initial
rori1237	Oceanic	common ancestor (lonw1238, east2443)
saka1289	Oceanic	initial
fort1240	Oceanic	common ancestor (lonw1238, east2443)
noku1237	Oceanic	common ancestor (lonw1238, east2443)
piam1242	Oceanic	common ancestor (lonw1238, east2443)
tasm1246	Oceanic	common ancestor (lonw1238, east2443)
valp1237	Oceanic	common ancestor (lonw1238, east2443)
vuna1239	Oceanic	common ancestor (lonw1238, east2443)
ambl1237	Oceanic	common ancestor (lonw1238, east2443)
moro1286	Oceanic	common ancestor (lonw1238, east2443)
nara1263	Oceanic	common ancestor (lonw1238, east2443)
mere1242	Oceanic	common ancestor (lonw1238, east2443)
navu1237	Oceanic	common ancestor (lonw1238, east2443)
tial1239	Oceanic	common ancestor (lonw1238, east2443)
tolo1255	Oceanic	common ancestor (lonw1238, east2443)
akei1237	Oceanic	common ancestor (lonw1238, east2443)
wail1242	Oceanic	common ancestor (lonw1238, east2443)
wusi1237	Oceanic	common ancestor (lonw1238, east2443)
hano1246	Oceanic	initial
baet1237	Oceanic	common ancestor (lonw1238, east2443)
cent2058	Oceanic	common ancestor (lonw1238, east2443)
mari1426	Oceanic	common ancestor (lonw1238, east2443)
hiww1237	Oceanic	common ancestor (lonw1238, east2443)
loto1240	Oceanic	common ancestor (lonw1238, east2443)
koro1308	Oceanic	common ancestor (lonw1238, east2443)
lako1245	Oceanic	common ancestor (lonw1238, east2443)
leha1243	Oceanic	common ancestor (lonw1238, east2443)
leha1244	Oceanic	common ancestor (lonw1238, east2443)
leme1238	Oceanic	common ancestor (lonw1238, east2443)
vera1241	Oceanic	common ancestor (lonw1238, east2443)
merl1237	Oceanic	common ancestor (lonw1238, east2443)
mota1237	Oceanic	common ancestor (lonw1238, east2443)
motl1237	Oceanic	initial
nume1241	Oceanic	common ancestor (lonw1238, east2443)
vure1239	Oceanic	common ancestor (lonw1238, east2443)
weta1242	Oceanic	common ancestor (lonw1238, east2443)
bugh1239	Oceanic	common ancestor (gela1263, long1395)
gela1263	Oceanic	initial
ghar1239	Oceanic	common ancestor (gela1263, long1395)
leng1259	Oceanic	common ancestor (gela1263, long1395)
mala1484	Oceanic	common ancestor (gela1263, long1395)
bira1254	Oceanic	common ancestor (gela1263, long1395)
tali1259	Oceanic	common ancestor (gela1263, long1395)
long1395	Oceanic	initial
gula1270	Oceanic	common ancestor (gela1263, long1395)
kwai1243	Oceanic	initial
kwar1239	Oceanic	common ancestor (gela1263, long1395)
baeg1237	Oceanic	common ancestor (gela1263, long1395)
bael1237	Oceanic	common ancestor (gela1263, long1395)
fata1245	Oceanic	common ancestor (gela1263, long1395)
lauu1247	Oceanic	initial
toab1237	Oceanic	initial
wala1266	Oceanic	common ancestor (gela1263, long1395)
area1240	Oceanic	initial
dori1246	Oceanic	common ancestor (gela1263, long1395)
oroh1237	Oceanic	common ancestor (gela1263, long1395)
saaa1240	Oceanic	initial
aros1241	Oceanic	initial
baur1252	Oceanic	common ancestor (gela1263, long1395)
faga1239	Oceanic	common ancestor (gela1263, long1395)
kahu1241	Oceanic	common ancestor (gela1263, long1395)
owaa1237	Oceanic	common ancestor (gela1263, long1395)
dehu1237	Oceanic	initial
iaai1238	Oceanic	initial
neng1238	Oceanic	initial
caac1237	Oceanic	common ancestor (dehu1237, kuma1276)
kuma1276	Oceanic	initial
yuag1237	Oceanic	common ancestor (dehu1237, kuma1276)
bala1316	Oceanic	common ancestor (dehu1237, kuma1276)
nyal1254	Oceanic	initial
jawe1237	Oceanic	common ancestor (dehu1237, kuma1276)
fwai1237	Oceanic	initial
nemi1240	Oceanic	common ancestor (dehu1237, kuma1276)
pije1237	Oceanic	common ancestor (dehu1237, kuma1276)
pwaa1237	Oceanic	common ancestor (dehu1237, kuma1276)
pwap1237	Oceanic	common ancestor (dehu1237, kuma1276)
cemu1238	Oceanic	initial
paic1239	Oceanic	common ancestor (dehu1237, kuma1276)
bwat1240	Oceanic	common ancestor (dehu1237, kuma1276)
haek1239	Oceanic	common ancestor (dehu1237, kuma1276)
have1241	Oceanic	common ancestor (dehu1237, kuma1276)
hmwa1243	Oceanic	common ancestor (dehu1237, kuma1276)
vama1243	Oceanic	common ancestor (dehu1237, kuma1276)
waam1236	Oceanic	common ancestor (dehu1237, kuma1276)
dumb1241	Oceanic	initial
nume1242	Oceanic	common ancestor (dehu1237, kuma1276)
ajie1238	Oceanic	initial
arha1237	Oceanic	common ancestor (dehu1237, kuma1276)
arho1237	Oceanic	common ancestor (dehu1237, kuma1276)
neku1237	Oceanic	common ancestor (dehu1237, kuma1276)
orow1242	Oceanic	common ancestor (dehu1237, kuma1276)
tiri1258	Oceanic	initial
xara1243	Oceanic	common ancestor (dehu1237, kuma1276)
xara1244	Oceanic	initial
zire1240	Oceanic	common ancestor (dehu1237, kuma1276)
anei1239	Oceanic	initial
ifoo1237	Oceanic	common ancestor (dehu1237, anei1239)
siee1239	Oceanic	initial
urav1235	Oceanic	initial
lena1238	Oceanic	initial
nort2847	Oceanic	common ancestor (dehu1237, anei1239)
whit1269	Oceanic	common ancestor (dehu1237, anei1239)
kwam1252	Oceanic	initial
sout2869	Oceanic	initial
muss1246	Oceanic	initial
teni1244	Oceanic	sibling of muss1246
ayiw1239	Oceanic	initial
nang1262	Oceanic	common ancestor (ayiw1239, natu1246)
nalo1235	Oceanic	common ancestor (ayiw1239, natu1246)
natu1246	Oceanic	initial
tane1237	Oceanic	common ancestor (ayiw1239, tean1237)
tean1237	Oceanic	initial
amba1266	Oceanic	common ancestor (ayiw1239, tean1237)
asum1237	Oceanic	common ancestor (ayiw1239, tean1237)
tani1255	Oceanic	common ancestor (ayiw1239, tean1237)
vano1237	Oceanic	common ancestor (ayiw1239, tean1237)
mudu1242	Oceanic	common ancestor (bali1280, baba1268)
unea1237	Oceanic	common ancestor (bali1280, baba1268)
baro1253	Oceanic	common ancestor (bali1280, baba1268)
lava1239	Oceanic	common ancestor (bali1280, baba1268)
mada1285	Oceanic	common ancestor (bali1280, baba1268)
kand1301	Oceanic	common ancestor (bali1280, baba1268)
ramo1244	Oceanic	common ancestor (bali1280, baba1268)
kono1269	Oceanic	common ancestor (bali1280, baba1268)
bilu1244	Oceanic	common ancestor (bali1280, baba1268)
labe1239	Oceanic	common ancestor (bali1280, baba1268)
riri1237	Oceanic	common ancestor (bali1280, baba1268)
baba1268	Oceanic	initial
sisi1250	Oceanic	common ancestor (bali1280, baba1268)
vagh1249	Oceanic	common ancestor (bali1280, baba1268)
vari1239	Oceanic	common ancestor (bali1280, baba1268)
mono1273	Oceanic	initial
tora1259	Oceanic	common ancestor (bali1280, baba1268)
urua1242	Oceanic	common ancestor (bali1280, baba1268)
hako1237	Oceanic	common ancestor (bali1280, baba1268)
hali1244	Oceanic	initial
peta1245	Oceanic	common ancestor (bali1280, baba1268)
sapo1253	Oceanic	initial
haho1237	Oceanic	common ancestor (bali1280, baba1268)
teop1238	Oceanic	initial
tinp1237	Oceanic	common ancestor (bali1280, baba1268)
neha1247	Oceanic	initial
papa1265	Oceanic	common ancestor (bali1280, baba1268)
solo1257	Oceanic	common ancestor (bali1280, baba1268)
maro1244	Oceanic	common ancestor (bali1280, baba1268)
vang1243	Oceanic	common ancestor (bali1280, baba1268)
hoav1238	Oceanic	initial
kusa1251	Oceanic	common ancestor (bali1280, baba1268)
rovi1238	Oceanic	initial
ughe1237	Oceanic	common ancestor (bali1280, baba1268)
kazu1245	Oceanic	common ancestor (bali1280, baba1268)
duke1237	Oceanic	common ancestor (bali1280, baba1268)
ghan1242	Oceanic	common ancestor (bali1280, baba1268)
lung1249	Oceanic	common ancestor (bali1280, baba1268)
simb1256	Oceanic	common ancestor (bali1280, baba1268)
bann1247	Oceanic	initial
lawu1237	Oceanic	common ancestor (bali1280, baba1268)
koko1269	Oceanic	initial
blab1237	Oceanic	common ancestor (bali1280, baba1268)
zaza1245	Oceanic	common ancestor (bali1280, baba1268)
chek1238	Oceanic	initial
gaoo1237	Oceanic	common ancestor (bali1280, baba1268)
lagh1246	Oceanic	common ancestor (bali1280, baba1268)
zaba1237	Oceanic	common ancestor (bali1280, baba1268)
gura1254	Oceanic	common ancestor (bali1280, baba1268)
kuan1248	Oceanic	initial
mini1251	Oceanic	common ancestor (bali1280, baba1268)
patp1243	Oceanic	initial
siar1238	Oceanic	initial
surs1246	Oceanic	initial
tang1348	Oceanic	initial
lihi1237	Oceanic	common ancestor (bali1280, baba1268)
mand1440	Oceanic	common ancestor (bali1280, baba1268)
nots1237	Oceanic	common ancestor (bali1280, baba1268)
tomo1244	Oceanic	common ancestor (bali1280, baba1268)
kara1486	Oceanic	initial
laku1238	Oceanic	common ancestor (bali1280, baba1268)
nali1244	Oceanic	initial
tian1237	Oceanic	common ancestor (bali1280, baba1268)
tiga1245	Oceanic	initial
tung1290	Oceanic	initial
bola1250	Oceanic	common ancestor (bali1280, baba1268)
bulu1253	Oceanic	common ancestor (bali1280, baba1268)
mera1242	Oceanic	common ancestor (bali1280, baba1268)
naka1262	Oceanic	initial
arib1240	Oceanic	common ancestor (bali1280, arib1241)
arib1241	Oceanic	initial
duwe1237	Oceanic	common ancestor (bali1280, arib1241)
muso1238	Oceanic	initial
nafi1237	Oceanic	common ancestor (bali1280, arib1241)
labu1248	Oceanic	initial
wamp1247	Oceanic	common ancestor (bali1280, arib1241)
adze1240	Oceanic	initial
mari1429	Oceanic	common ancestor (bali1280, arib1241)
sara1323	Oceanic	common ancestor (bali1280, arib1241)
